company,name,year,selling_price,km_driven,fuel,transmission,owner
Maruti,Maruti Swift VDI BSIV,2011,320000,120000,Diesel,Manual,Second Owner
Renault,Renault Duster 85PS Diesel,2015,620000,140000,Diesel,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2,2017,530000,50000,Petrol,Manual,First Owner
Toyota,Toyota Etios Liva VD,2015,550000,40000,Diesel,Manual,First Owner
Honda,Honda City i DTEC,2014,600000,90000,Diesel,Manual,First Owner
Mahindra,Mahindra XUV500 W4,2014,649000,117000,Diesel,Manual,Third Owner
Honda,Honda City i DTEC,2014,625000,90000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Spark 1.0 PS,2010,125000,70000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Tavera Neo 3,2009,305000,230000,Diesel,Manual,Second Owner
Maruti,Maruti SX4 ZXI MT,2010,285000,155000,Petrol,Manual,Second Owner
Tata,Tata Xenon XT EX,2015,600000,60000,Diesel,Manual,Second Owner
Mahindra,Mahindra KUV 100 mFALCON,2016,426000,110000,Petrol,Manual,First Owner
Tata,Tata Indica Vista Terra,2010,180000,120000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 VGT,2011,400000,100000,Diesel,Manual,Second Owner
Chevrolet,Chevrolet Beat LS,2010,120000,40000,Petrol,Manual,Second Owner
Tata,Tata Manza Aura (ABS),2012,300000,110000,Diesel,Manual,Second Owner
Maruti,Maruti Alto K10 2010-2014,2011,190000,92500,Petrol,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,2017,310000,20000,Petrol,Manual,First Owner
Renault,Renault KWID RXL,2019,380000,15000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus,2019,740000,14000,Diesel,Manual,First Owner
Datsun,Datsun RediGO T Option,2016,260000,35000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2017,320000,32000,Petrol,Manual,Second Owner
Maruti,Maruti Wagon R LXI,2013,211000,90000,CNG,Manual,First Owner
Maruti,Maruti Swift Dzire VXI,2018,650000,35000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2017,651000,32500,Diesel,Manual,Second Owner
Maruti,Maruti Alto K10 VXI,2019,380000,14000,Petrol,Automatic,First Owner
Chevrolet,Chevrolet Beat Diesel LT,2014,160000,70000,Diesel,Manual,Third Owner
Hyundai,Hyundai Verna VTVT 1.6,2019,1270000,20000,Petrol,Automatic,First Owner
Maruti,Maruti Wagon R Duo,2011,300000,300000,LPG,Manual,First Owner
Maruti,Maruti Swift VDI Optional,2015,405000,100000,Diesel,Manual,First Owner
Mahindra,Mahindra XUV500 W8 2WD,2015,850000,64800,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus,2017,680000,90000,Diesel,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 Kappa,2014,426999,80000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna 1.4 CRDi,2015,525000,248000,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2014,1019999,60000,Diesel,Manual,Second Owner
Toyota,Toyota Innova 2.5 G2,2005,245000,120000,Diesel,Manual,First Owner
Hyundai,Hyundai Elantra CRDi SX,2015,869999,120000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R Duo,2010,160000,66444,LPG,Manual,First Owner
Maruti,Maruti Vitara Brezza VDi,2016,700000,86000,Diesel,Manual,First Owner
Nissan,Nissan Sunny Diesel XV,2012,300000,90000,Diesel,Manual,First Owner
Honda,Honda Civic 1.8 S,2007,175000,218463,Petrol,Automatic,First Owner
Toyota,Toyota Innova 2.5 VX,2012,960000,153000,Diesel,Manual,First Owner
Mahindra,Mahindra Thar CRDe AC,2014,525000,70000,Diesel,Manual,Second Owner
Hyundai,Hyundai Grand i10 CRDi,2015,345000,60000,Diesel,Manual,First Owner
Honda,Honda Amaze S i-Vtech,2015,390000,50000,Petrol,Manual,First Owner
Datsun,Datsun GO T Option,2015,275000,20000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Sail 1.2 LS,2014,310000,35000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,500000,20000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Sail Hatchback LT,2013,200000,70000,Diesel,Manual,First Owner
Volkswagen,Volkswagen Polo 2015-2019 1.5,2018,650000,53000,Diesel,Manual,First Owner
Honda,Honda City i-DTEC VX,2018,1031000,60000,Diesel,Manual,First Owner
Hyundai,Hyundai EON 1.0 Era,2018,330000,70000,Petrol,Manual,First Owner
Hyundai,Hyundai Santro Era,2019,399000,4000,Petrol,Manual,First Owner
Hyundai,Hyundai i10 Magna,2012,250000,103000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,600000,20000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI,2013,375000,77000,Diesel,Manual,First Owner
Volkswagen,Volkswagen Vento Diesel Highline,2012,375000,90000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 CRDi,2013,445000,87185,Diesel,Manual,Second Owner
Maruti,Maruti Wagon R LXI,2003,55000,167000,Petrol,Manual,Second Owner
Hyundai,Hyundai i20 2015-2017 Asta,2016,611000,77000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.4 CRDi,2014,459999,110000,Diesel,Manual,Second Owner
Ford,Ford Fiesta EXi 1.4,2011,275000,120000,Diesel,Manual,Second Owner
Hyundai,Hyundai Santro Xing GLS,2011,185000,170000,CNG,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2012,390000,100000,Diesel,Manual,Second Owner
Chevrolet,Chevrolet Spark 1.0 LT,2007,72000,40000,Petrol,Manual,Second Owner
Tata,Tata Indica V2 DL,2007,90000,50000,Diesel,Manual,First Owner
Toyota,Toyota Etios GD,2015,500000,125000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2011,200000,137000,CNG,Manual,First Owner
Mahindra,Mahindra XUV500 W9 BSIV,2019,1575000,18000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 Sportz,2015,511000,30000,Petrol,Manual,First Owner
Fiat,Fiat Grande Punto 1.4,2009,150000,55000,Petrol,Manual,First Owner
Toyota,Toyota Innova Crysta 2.7,2020,1500000,40000,Petrol,Automatic,First Owner
Maruti,Maruti Alto 800 LXI,2013,185000,80000,Petrol,Manual,Second Owner
Maruti,Maruti Baleno Delta 1.2,2018,550000,30000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2017,325000,3564,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2015,525000,80000,Diesel,Manual,First Owner
Force,Force One SX ABS,2018,1050000,13000,Diesel,Manual,First Owner
Tata,Tata Indigo CS eVX,2012,300000,120000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Beat LT,2011,120000,90000,Petrol,Manual,First Owner
Jaguar,Jaguar XE 2016-2019 2.0L,2017,2625000,9000,Diesel,Automatic,First Owner
Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar,Jaguar XF 2.0 Diesel,2017,3200000,45000,Diesel,Automatic,First Owner
Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo,Volvo XC40 D4 Inscription,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2013,750000,79328,Diesel,Manual,Second Owner
Maruti,Maruti Swift AMT VVT,2019,650000,5621,Petrol,Automatic,First Owner
Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,450000,56290,Diesel,Manual,First Owner
BMW,BMW X4 M Sport,2019,5400000,7500,Diesel,Automatic,First Owner
BMW,BMW X4 M Sport,2019,5500000,8500,Diesel,Automatic,First Owner
Honda,Honda Amaze V CVT,2019,779000,7032,Petrol,Automatic,First Owner
Skoda,Skoda Rapid 1.6 MPI,2016,645000,11000,Petrol,Automatic,First Owner
Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Hyundai,Hyundai Santro Xing GLS,2011,170000,50000,Petrol,Manual,Third Owner
Tata,Tata Indigo CS eLX,2010,320000,42000,Diesel,Manual,First Owner
Maruti,Maruti Celerio ZXI AT,2016,350000,17000,Petrol,Automatic,First Owner
Maruti,Maruti Swift AMT VXI,2018,500000,40000,Petrol,Automatic,First Owner
Tata,Tata Indigo LS,2009,135000,137000,Diesel,Manual,Second Owner
Renault,Renault KWID RXL,2018,340000,20000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 Sportz,2020,330000,70000,Petrol,Manual,Second Owner
Maruti,Maruti SX4 Vxi BSIV,2011,350000,48756,Petrol,Manual,Second Owner
Toyota,Toyota Fortuner 4x2 AT,2015,1850000,30000,Diesel,Automatic,Second Owner
Hyundai,Hyundai Xcent 1.1 CRDi,2016,400000,110000,Diesel,Manual,First Owner
Ford,Ford Fiesta Classic 1.4,2014,325000,80322,Diesel,Manual,First Owner
Mahindra,Mahindra Scorpio 1.99 S4,2015,1000000,35000,Diesel,Manual,First Owner
Mahindra,Mahindra Scorpio S2 7,2017,850000,110000,Diesel,Manual,First Owner
Maruti,Maruti SX4 ZDI Leather,2012,350000,70000,Diesel,Manual,Second Owner
Jaguar,Jaguar XE 2016-2019 2.0L,2017,2625000,9000,Diesel,Automatic,First Owner
Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar,Jaguar XF 2.0 Diesel,2017,3200000,45000,Diesel,Automatic,First Owner
Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo,Volvo XC40 D4 Inscription,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2013,750000,79328,Diesel,Manual,Second Owner
Maruti,Maruti Swift AMT VVT,2019,650000,5621,Petrol,Automatic,First Owner
Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,450000,56290,Diesel,Manual,First Owner
BMW,BMW X4 M Sport,2019,5400000,7500,Diesel,Automatic,First Owner
BMW,BMW X4 M Sport,2019,5500000,8500,Diesel,Automatic,First Owner
Honda,Honda Amaze V CVT,2019,779000,7032,Petrol,Automatic,First Owner
Skoda,Skoda Rapid 1.6 MPI,2016,645000,11000,Petrol,Automatic,First Owner
Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Toyota,Toyota Etios GD,2012,500000,90000,Diesel,Manual,First Owner
Honda,Honda Mobilio RS i,2015,550000,120000,Diesel,Manual,Second Owner
Tata,Tata Safari Storme VX,2015,925000,60000,Diesel,Manual,First Owner
Mahindra,Mahindra Scorpio VLX AT,2010,509999,97000,Diesel,Automatic,Second Owner
Mahindra,Mahindra Xylo D2,2011,250000,100000,Diesel,Manual,Second Owner
Hyundai,Hyundai i20 Active 1.2,2015,500000,36000,Petrol,Manual,First Owner
Hyundai,Hyundai Creta 1.4 CRDi,2019,1050000,27000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2014,490000,50000,Diesel,Manual,First Owner
Maruti,Maruti Eeco 5 Seater,2020,415000,15000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2013,190000,60000,Petrol,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,2018,680000,120000,Diesel,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2013,190000,60000,Petrol,Manual,Second Owner
Mahindra,Mahindra Scorpio 2009-2014 SLE,2013,479000,173000,Diesel,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2016,270000,60000,Petrol,Manual,Second Owner
Hyundai,Hyundai i10 Era,2008,170000,70000,Petrol,Manual,Third Owner
Maruti,Maruti Ciaz 1.4 Alpha,2018,764000,25000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Manual,First Owner
Maruti,Maruti Alto 800 VXI,2017,310000,35000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus,2017,620000,100000,Diesel,Manual,Second Owner
Hyundai,Hyundai EON Sportz,2017,280000,31000,Petrol,Manual,Second Owner
Toyota,Toyota Fortuner 4x2 AT,2015,1500000,80000,Diesel,Automatic,Second Owner
Hyundai,Hyundai Grand i10 Asta,2016,450000,40000,Petrol,Manual,First Owner
Mercedes-Benz,Mercedes-Benz GLA Class 200,2017,2199000,10000,Diesel,Automatic,Second Owner
Mercedes-Benz,Mercedes-Benz M-Class ML 350,2013,3600000,50000,Diesel,Automatic,First Owner
Ford,Ford Fiesta Classic 1.6,2008,285000,60000,Petrol,Manual,Second Owner
Toyota,Toyota Innova 2.5 G,2007,465000,210000,Diesel,Manual,Second Owner
BMW,BMW 3 Series 320d,2009,1100000,60000,Diesel,Automatic,Second Owner
Volkswagen,Volkswagen Vento Diesel Highline,2011,350000,110000,Diesel,Manual,Second Owner
Maruti,Maruti Ertiga BSIV LXI,2017,600000,35000,Petrol,Manual,First Owner
Maruti,Maruti Baleno Delta 1.2,2017,570000,35000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2016,325000,20000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 AT W6,2016,975000,54000,Diesel,Automatic,First Owner
Hyundai,Hyundai i20 2015-2017 Sportz,2015,480000,60000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 Base,2014,185000,10300,Petrol,Manual,First Owner
Hyundai,Hyundai Creta 1.6 CRDi,2015,1050000,50000,Diesel,Automatic,First Owner
Maruti,Maruti Baleno Alpha,2019,760000,3000,Petrol,Manual,First Owner
Volkswagen,Volkswagen Polo 2015-2019 1.0,2019,570000,5000,Petrol,Manual,First Owner
Ford,Ford Fiesta 1.6 SXI,2006,130000,145000,Petrol,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.2,2018,700000,13000,Petrol,Manual,First Owner
Ford,Ford EcoSport 1.5 Ti,2015,775000,30000,Petrol,Automatic,First Owner
BMW,BMW 7 Series 730Ld,2007,750000,60000,Diesel,Automatic,Second Owner
Chevrolet,Chevrolet Spark 1.0 LS,2010,140000,100000,Petrol,Manual,Second Owner
Maruti,Maruti Alto 800 Base,2016,220000,40000,Petrol,Manual,First Owner
Hyundai,Hyundai Santro Xing (Non-AC),2013,184000,15000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 2015-2017 Sportz,2017,440000,50000,Petrol,Manual,Second Owner
Hyundai,Hyundai i20 Active 1.4,2017,650000,80000,Diesel,Manual,First Owner
Mahindra,Mahindra TUV 300 T8,2017,660000,50000,Diesel,Automatic,First Owner
Maruti,Maruti Eeco CNG 5,2017,380000,30000,CNG,Manual,First Owner
Toyota,Toyota Corolla Altis Diesel,2012,415000,125000,Diesel,Manual,Second Owner
Hyundai,Hyundai i10 Magna 1.1L,2012,225000,110000,Petrol,Manual,First Owner
Maruti,Maruti Ertiga VDI,2013,600000,30000,Diesel,Manual,Second Owner
Maruti,Maruti Ertiga ZDI,2014,620000,148000,Diesel,Manual,Second Owner
Mahindra,Mahindra TUV 300 T6,2016,750000,35000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 Magna,2016,400000,80000,Petrol,Manual,Second Owner
Maruti,Maruti Wagon R LX,2005,110000,110000,Petrol,Manual,First Owner
Tata,Tata Indica Vista TDI,2012,119000,95000,Diesel,Manual,Second Owner
Honda,Honda Amaze S i-Dtech,2015,600000,25000,Diesel,Manual,First Owner
Maruti,Maruti Zen Estilo LXI,2011,200000,80000,CNG,Manual,First Owner
Tata,Tata Zest Quadrajet 1.3,2014,280000,60000,Diesel,Manual,Second Owner
Skoda,Skoda Rapid 1.6 MPI,2013,375000,100000,Petrol,Manual,First Owner
Datsun,Datsun GO Plus T,2016,350000,50000,Petrol,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 CRDi,2017,620000,31000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2017,570000,120000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDi,2012,290000,105000,Diesel,Manual,Second Owner
Maruti,Maruti Ertiga SHVS ZDI,2016,711000,120000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI,2012,370000,60000,Diesel,Manual,First Owner
Maruti,Maruti Dzire LXI,2020,550000,15000,Petrol,Manual,First Owner
Maruti,Maruti Swift VXI,2013,325000,150000,Petrol,Manual,Second Owner
Honda,Honda Amaze VX Diesel,2018,670000,93000,Diesel,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.1L,2017,385000,42000,Petrol,Manual,Second Owner
Hyundai,Hyundai Santro Xing GLS,2008,114999,80000,Petrol,Manual,Second Owner
Hyundai,Hyundai Santro Xing GLS,2010,200000,90000,Petrol,Manual,First Owner
Maruti,Maruti Vitara Brezza VDi,2019,860000,6500,Diesel,Automatic,First Owner
Maruti,Maruti Baleno Delta 1.3,2018,600000,60000,Diesel,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2016,265000,110000,Petrol,Manual,First Owner
Tata,Tata Indica V2 Emax,2015,155000,60000,CNG,Manual,Second Owner
Maruti,Maruti S-Cross 2017-2020 Delta,2019,900000,60000,Diesel,Manual,First Owner
Maruti,Maruti Ertiga VDI,2013,650000,170000,Diesel,Manual,Third Owner
Maruti,Maruti 800 EX,2004,70000,220000,Petrol,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,2012,180000,80000,Petrol,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,2013,200000,57000,Petrol,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.1L,2014,300000,100000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna 1.6 VTVT,2015,650000,40000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2014,267000,40000,Petrol,Manual,First Owner
Maruti,Maruti Wagon R LXI,2018,450000,50000,CNG,Manual,First Owner
Hyundai,Hyundai Grand i10 Sportz,2014,400000,90000,Petrol,Manual,Second Owner
Mahindra,Mahindra Xylo D4 BSIV,2012,310000,86000,Diesel,Manual,First Owner
Tata,Tata Nano Cx,2009,70000,15000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 EX,2017,675000,70000,Diesel,Manual,Second Owner
Ford,Ford Classic 1.6 Duratec,2013,350000,120000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2014,240000,80000,Petrol,Manual,Second Owner
Tata,Tata Indigo CS LX,2014,185000,80000,Diesel,Manual,Second Owner
Hyundai,Hyundai EON Era Plus,2017,250000,50000,Petrol,Manual,First Owner
Maruti,Maruti Alto LXi,2009,135000,100000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2011,500000,80000,Diesel,Manual,First Owner
Tata,Tata New Safari DICOR,2010,300000,108957,Diesel,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron,2017,328000,68000,Petrol,Manual,Second Owner
Mahindra,Mahindra Bolero 2011-2019 SLE,2015,509999,65000,Diesel,Manual,First Owner
Mahindra,Mahindra Xylo H9,2015,575000,110000,Diesel,Manual,Second Owner
Mahindra,Mahindra Xylo E8 ABS,2012,700000,50000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2008,105000,100000,Petrol,Manual,Third Owner
Maruti,Maruti 800 AC,2008,60000,80000,Petrol,Manual,Second Owner
Maruti,Maruti Alto LXi BSIII,2008,112999,80000,Petrol,Manual,Third Owner
Tata,Tata Indica Vista TDI,2015,229999,120000,Diesel,Manual,Second Owner
Ford,Ford Figo Diesel ZXI,2012,325000,150000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 1.2 Spotz,2017,650000,20000,Petrol,Manual,First Owner
Tata,Tata Indigo LX,2009,85000,80000,Diesel,Manual,Second Owner
Honda,Honda Mobilio RS Option,2015,570000,93000,Diesel,Manual,Second Owner
Maruti,Maruti Swift VDI BSIV,2015,525000,134000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Magna,2013,350000,90000,Petrol,Manual,Second Owner
Maruti,Maruti Swift VXI with,2007,250000,60000,Petrol,Manual,First Owner
Mahindra,Mahindra Xylo D2 BS,2010,300000,120000,Diesel,Manual,Second Owner
Jeep,Jeep Compass 2.0 Limited,2017,1325000,30000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 2015-2017 Asta,2017,650000,22200,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2018,520000,6000,Petrol,Manual,First Owner
Maruti,Maruti Swift VXI Deca,2016,500000,32000,Petrol,Manual,First Owner
Renault,Renault KWID RXL,2016,220000,90000,Petrol,Manual,First Owner
Maruti,Maruti Ciaz 1.3 Alpha,2017,650000,78000,Diesel,Manual,Third Owner
Honda,Honda WR-V i-VTEC VX,2017,819999,12000,Petrol,Manual,First Owner
Renault,Renault Duster 85PS Diesel,2016,645000,120000,Diesel,Manual,First Owner
Maruti,Maruti Ertiga SHVS VDI,2015,780000,40000,Diesel,Manual,First Owner
Honda,Honda City 2017-2020 EXi,2008,215000,110000,Petrol,Manual,Second Owner
Toyota,Toyota Innova 2.5 V,2007,600000,260000,Diesel,Manual,Third Owner
Maruti,Maruti Alto LX,2011,114999,10000,Petrol,Manual,First Owner
Tata,Tata Indica V2 LSi,2012,75000,12000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Beat LT,2011,120000,60000,Petrol,Manual,First Owner
Renault,Renault KWID RXT Optional,2016,250000,41000,Petrol,Manual,First Owner
Maruti,Maruti Omni E MPI,2018,200000,25000,Petrol,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 Kappa,2015,380000,30000,Petrol,Manual,First Owner
Honda,Honda Amaze S Option,2018,560000,50000,Diesel,Manual,First Owner
Maruti,Maruti Ignis 1.2 Zeta,2018,575000,10000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus,2017,620000,40000,Diesel,Manual,First Owner
Mahindra,Mahindra Scorpio VLX 2WD,2012,525000,120000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2017,635000,40000,Diesel,Manual,First Owner
Renault,Renault Duster Adventure Edition,2016,650000,80000,Diesel,Manual,First Owner
Maruti,Maruti 800 Std,2001,39000,42108,Petrol,Manual,First Owner
Ford,Ford Figo Aspire 1.5,2017,550000,70000,Diesel,Manual,Second Owner
Maruti,Maruti Ritz VDi,2009,145000,150000,Diesel,Manual,Third Owner
Tata,Tata Indigo LS,2007,130000,100000,Diesel,Manual,Third Owner
Maruti,Maruti Ertiga ZDI Plus,2017,825000,79000,Diesel,Manual,First Owner
Toyota,Toyota Fortuner 4x2 AT,2015,1650000,91000,Diesel,Automatic,Second Owner
Maruti,Maruti Vitara Brezza ZDi,2018,875000,50000,Diesel,Manual,First Owner
Maruti,Maruti Ciaz ZDi Plus,2016,650000,81000,Diesel,Manual,Second Owner
Jaguar,Jaguar XF 3.0 Litre,2014,2000000,51000,Diesel,Automatic,First Owner
BMW,BMW X1 sDrive 20d,2018,2850000,27000,Diesel,Automatic,First Owner
Audi,Audi Q3 35 TDI,2018,2800000,26000,Diesel,Automatic,First Owner
BMW,BMW 5 Series 520d,2018,3900000,17100,Diesel,Automatic,First Owner
Chevrolet,Chevrolet Sail 1.3 LS,2013,246000,56000,Diesel,Manual,First Owner
Honda,Honda Amaze S Diesel,2013,325000,60000,Diesel,Manual,Second Owner
Jeep,Jeep Compass 1.4 Limited,2019,1450000,22000,Petrol,Automatic,First Owner
Honda,Honda BRV i-VTEC V,2017,850000,30000,Petrol,Automatic,First Owner
Volkswagen,Volkswagen Vento 1.5 TDI,2015,560000,43001,Diesel,Manual,First Owner
Maruti,Maruti Ertiga VDI,2015,575000,60000,Diesel,Manual,First Owner
Maruti,Maruti Celerio VXi AMT,2019,470000,9000,Petrol,Automatic,First Owner
Tata,Tata Indigo CS LS,2014,221000,65000,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 G,2014,680000,95000,Diesel,Manual,First Owner
Ford,Ford Endeavour 2.5L 4X2,2013,700000,62000,Diesel,Manual,First Owner
Volvo,Volvo S60 D4 SUMMUM,2016,1950000,48000,Diesel,Automatic,First Owner
Hyundai,Hyundai Creta 1.6 CRDi,2015,875000,72000,Diesel,Automatic,First Owner
